window_start,window_end,pid,title,score,threshold,selected,reason,news_type,gtrend_boost,economic_boost,ip_matches,tier,url
2026-03-18T15:00:00+08:00,2026-03-18T16:00:00+08:00,202603180226,泰國能源價漲　曼谷多家加油站油品售罄引發民怨,36,94.0,N,"score=36.2 thres=94.0 tier=P1_followup | rules=[泛國際(負)(承諾), 預測分析降權, 分層IP()]",,0.0,25.0,,P1_followup,https://www.cna.com.tw/news/aopl/202603180226.aspx
2026-03-18T15:00:00+08:00,2026-03-18T16:00:00+08:00,202603180207,三大法人買超台股185.39億元,34,94.0,N,score=33.6 thres=94.0 tier=P1_followup | rules=[分層IP()],,0.0,0.0,,P1_followup,https://www.cna.com.tw/news/afe/202603180207.aspx
2026-03-18T15:00:00+08:00,2026-03-18T16:00:00+08:00,202603180203,彰化預防腸病毒　呼籲「洗手5時機」化為生活習慣,34,94.0,N,score=33.6 thres=94.0 tier=P1_followup | rules=[分層IP()],,0.0,0.0,,P1_followup,https://www.cna.com.tw/news/aloc/202603180203.aspx
2026-03-18T15:00:00+08:00,2026-03-18T16:00:00+08:00,202603180208,紐時：中國干預Meta收購Manus　防AI人才與技術外流,27,94.0,N,"score=26.8 thres=94.0 tier=P3_analysis | rules=[IP/新奇(罕見,AI), 泛國際(負)(關切), IP實體(AI), 預測分析降權, 分層IP()]",,0.0,0.0,,P3_analysis,https://www.cna.com.tw/news/acn/202603180208.aspx
2026-03-18T15:00:00+08:00,2026-03-18T16:00:00+08:00,202603180228,中華電信5G加速器　展示AI新創團隊落地成果,19,94.0,N,"score=18.7 thres=94.0 tier=P3_analysis | rules=[IP/新奇(AI), IP實體(AI), 預測分析降權, 分層IP()]",,0.0,0.0,,P3_analysis,https://www.cna.com.tw/news/afe/202603180228.aspx
2026-03-18T15:00:00+08:00,2026-03-18T16:00:00+08:00,202603180220,苗縣警勤加給優化　刑警最高可望加薪5820元,15,94.0,N,"score=14.6 thres=94.0 tier=P1_followup | rules=[預測分析降權, 分層IP()]",,0.0,0.0,,P1_followup,https://www.cna.com.tw/news/aloc/202603180220.aspx
2026-03-18T15:00:00+08:00,2026-03-18T16:00:00+08:00,202603180205,上櫃建商豐謙涉內線交易　桃檢搜索約談10人交保,15,94.0,N,"score=14.6 thres=94.0 tier=P1_followup | rules=[預測分析降權, 分層IP()]",,0.0,0.0,,P1_followup,https://www.cna.com.tw/news/asoc/202603180205.aspx
2026-03-18T15:00:00+08:00,2026-03-18T16:00:00+08:00,202603180213,當沖降稅明年是否延長？金管會：會充分與財政部討論,14,94.0,N,"score=13.9 thres=94.0 tier=P3_analysis | rules=[泛國際(負)(報告), auto_positive(台灣,美國), 預測分析降權, 分層IP()]",,0.0,0.0,,P3_analysis,https://www.cna.com.tw/news/afe/202603180213.aspx
2026-03-18T15:00:00+08:00,2026-03-18T16:00:00+08:00,202603180219,西醫也能針灸？衛福部：完訓即可、多為自費負擔,10,94.0,N,"score=10.0 thres=94.0 tier=P1_followup | rules=[auto_negative(聯合), 預測分析降權, 分層IP()]",,0.0,0.0,,P1_followup,https://www.cna.com.tw/news/ahel/202603180219.aspx
2026-03-18T15:00:00+08:00,2026-03-18T16:00:00+08:00,202603180225,南投集集關懷慰助金每人600元　4/7至4/24發放,9,94.0,N,"score=9.2 thres=94.0 tier=P3_analysis | rules=[預測分析降權, 分層IP()]",,0.0,0.0,,P3_analysis,https://www.cna.com.tw/news/aloc/202603180225.aspx
2026-03-18T15:00:00+08:00,2026-03-18T16:00:00+08:00,202603180211,餐旅業人才荒　高餐大實習博覽會釋近3900職缺,9,94.0,N,"score=9.2 thres=94.0 tier=P3_analysis | rules=[預測分析降權, 分層IP()]",,0.0,0.0,,P3_analysis,https://www.cna.com.tw/news/aloc/202603180211.aspx
2026-03-18T15:00:00+08:00,2026-03-18T16:00:00+08:00,202603180210,父任民防遭控助選違行政中立　童子瑋：惡意操作,7,94.0,N,"score=7.3 thres=94.0 tier=P2_response | rules=[auto_negative(會議), 預測分析降權, 分層IP()]",,0.0,0.0,,P2_response,https://www.cna.com.tw/news/aloc/202603180210.aspx
